Category,City,Country,Customer ID,Customer Name,Discount Category ,Order Date,Order ID,Postal Code,Product ID,Product Name,Profit Status ,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Profit Ratio,Quantity,Sales,Shipping Days
Office Supplies,Huntsville,United States,EJ-13720,Ed Jacobs,Low Discount ,16-12-2014,CA-2014-108273,77340,OFF-PA-10000029,Xerox 224,Profit,Central,Consumer,21-12-2014,Standard Class,Texas,Paper,0.2,12.7008,0.35,7,36.288,5
Furniture,Huntsville,United States,EJ-13720,Ed Jacobs,High Discount ,16-12-2014,CA-2014-108273,77340,FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Loss,Central,Consumer,21-12-2014,Standard Class,Texas,Furnishings,0.6,-74.9526,-1.325,2,56.568,5
Technology,Portland,United States,AB-10105,Adrian Barton,Low Discount ,18-05-2017,CA-2017-121643,97206,TEC-PH-10002200,Aastra 6757i CT Wireless VoIP phone,Profit,West,Consumer,20-05-2017,First Class,Oregon,Phones,0.2,38.7792,0.1125,2,344.704,2
Technology,Louisville,United States,LT-16765,Larry Tron,Low Discount ,12-05-2015,US-2015-122910,80027,TEC-PH-10000441,VTech DS6151,Profit,West,Consumer,16-05-2015,Standard Class,Colorado,Phones,0.2,20.1584,0.1,2,201.584,4
Furniture,Seattle,United States,CM-12655,Corinna Mitchell,No Discount ,03-12-2017,CA-2017-143126,98115,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",Profit,West,Home Office,07-12-2017,Second Class,Washington,Tables,0,88.7332,0.17,2,521.96,4
Office Supplies,Baltimore,United States,EM-13960,Eric Murdock,No Discount ,12-12-2015,CA-2015-129042,21215,OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,Profit,East,Consumer,17-12-2015,Standard Class,Maryland,Art,0,2.2194,0.27,3,8.22,5
Office Supplies,San Francisco,United States,DJ-13420,Denny Joy,No Discount ,10-10-2015,CA-2015-109736,94109,OFF-PA-10004101,Xerox 1894,Profit,West,Corporate,11-10-2015,First Class,California,Paper,0,21.7728,0.48,7,45.36,1
Office Supplies,Los Angeles,United States,DE-13255,Deanra Eno,No Discount ,18-04-2015,CA-2015-142601,90004,OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Profit,West,Home Office,20-04-2015,Second Class,California,Storage,0,9.4717,0.01,7,947.17,2
Office Supplies,Los Angeles,United States,DE-13255,Deanra Eno,No Discount ,18-04-2015,CA-2015-142601,90004,OFF-PA-10000483,Xerox 19,Profit,West,Home Office,20-04-2015,Second Class,California,Paper,0,27.882,0.45,2,61.96,2
Furniture,Aurora,United States,NR-18550,Nick Radford,Medium Discount,07-06-2014,CA-2014-106229,60505,FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",Loss,Central,Consumer,11-06-2014,Second Class,Illinois,Tables,0.5,-209.7693,-0.78,3,268.935,4
Office Supplies,Seattle,United States,CK-12325,Christine Kargatis,No Discount ,01-09-2017,US-2017-135230,98103,OFF-AR-10001166,Staples in misc. colors,Profit,West,Home Office,07-09-2017,Standard Class,Washington,Art,0,2.9562,0.39,1,7.58,6
Office Supplies,Athens,United States,JF-15490,Jeremy Farry,No Discount ,22-05-2016,CA-2016-159653,30605,OFF-LA-10004345,Avery 493,Profit,South,Consumer,22-05-2016,Same Day,Georgia,Labels,0,7.2177,0.49,3,14.73,0
Office Supplies,Apopka,United States,LB-16795,Laurel Beltran,High Discount ,11-11-2016,CA-2016-131968,32712,OFF-BI-10002852,Ibico Standard Transparent Covers,Loss,South,Home Office,15-11-2016,Standard Class,Florida,Binders,0.7,-6.9216,-0.7,2,9.888,4
Office Supplies,Apopka,United States,LB-16795,Laurel Beltran,Low Discount ,11-11-2016,CA-2016-131968,32712,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Profit,South,Home Office,15-11-2016,Standard Class,Florida,Appliances,0.2,50.3658,0.075,3,671.544,4
Office Supplies,New York City,United States,MP-18175,Mike Pelletier,No Discount ,25-11-2014,CA-2014-119151,10009,OFF-ST-10003470,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Profit,East,Home Office,29-11-2014,Second Class,New York,Storage,0,55.896,0.05,4,1117.92,4
Furniture,New York City,United States,MP-18175,Mike Pelletier,Low Discount ,25-11-2014,CA-2014-119151,10009,FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Loss,East,Home Office,29-11-2014,Second Class,New York,Bookcases,0.2,-37.9434,-0.1375,3,275.952,4
Office Supplies,San Francisco,United States,LH-16900,Lena Hernandez,Low Discount ,07-11-2014,CA-2014-123323,94110,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,Profit,West,Consumer,12-11-2014,Standard Class,California,Binders,0.2,46.179,0.375,7,123.144,5
Technology,Dallas,United States,SV-20935,Susan Vittorini,Low Discount ,18-07-2016,CA-2016-124681,75217,TEC-AC-10000487,SanDisk Cruzer 4 GB USB Flash Drive,Profit,Central,Consumer,23-07-2016,Second Class,Texas,Accessories,0.2,3.3099,0.2125,3,15.576,5
Office Supplies,San Diego,United States,RB-19435,Richard Bierner,No Discount ,29-03-2015,US-2015-103996,92105,OFF-PA-10001736,Xerox 1880,Profit,West,Consumer,31-03-2015,Second Class,California,Paper,0,99.9408,0.47,6,212.64,2
Office Supplies,San Diego,United States,RB-19435,Richard Bierner,No Discount ,29-03-2015,US-2015-103996,92105,OFF-PA-10001609,Tops Wirebound Message Log Books,Profit,West,Consumer,31-03-2015,Second Class,California,Paper,0,4.5402,0.46,3,9.87,2
Technology,San Diego,United States,RB-19435,Richard Bierner,No Discount ,29-03-2015,US-2015-103996,92105,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,Profit,West,Consumer,31-03-2015,Second Class,California,Accessories,0,20.7675,0.39,3,53.25,2
Furniture,San Diego,United States,RB-19435,Richard Bierner,No Discount ,29-03-2015,US-2015-103996,92105,FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Profit,West,Consumer,31-03-2015,Second Class,California,Furnishings,0,9.5616,0.48,3,19.92,2
Furniture,New York City,United States,Dl-13600,Dorris liebe,Low Discount ,07-04-2016,CA-2016-120530,10035,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Profit,East,Corporate,12-04-2016,Standard Class,New York,Chairs,0.1,146.388,0.222222222,3,658.746,5
Office Supplies,Lewiston,United States,PS-19045,Penelope Sewall,No Discount ,13-06-2015,CA-2015-155054,4240,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Profit,East,Home Office,19-06-2015,Standard Class,Maine,Binders,0,3.8822,0.47,2,8.26,6
Office Supplies,Lewiston,United States,PS-19045,Penelope Sewall,No Discount ,13-06-2015,CA-2015-155054,4240,OFF-BI-10002824,Recycled Easel Ring Binders,Profit,East,Home Office,19-06-2015,Standard Class,Maine,Binders,0,13.428,0.45,2,29.84,6
Technology,Lewiston,United States,PS-19045,Penelope Sewall,No Discount ,13-06-2015,CA-2015-155054,4240,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,Profit,East,Home Office,19-06-2015,Standard Class,Maine,Accessories,0,14.9556,0.22,2,67.98,6
Office Supplies,Long Beach,United States,GT-14755,Guy Thornton,No Discount ,18-02-2015,CA-2015-105725,90805,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Profit,West,Consumer,24-02-2015,Standard Class,California,Labels,0,28.0876,0.46,2,61.06,6
Furniture,Long Beach,United States,GT-14755,Guy Thornton,Low Discount ,18-02-2015,CA-2015-105725,90805,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,Loss,West,Consumer,24-02-2015,Standard Class,California,Tables,0.2,-0.8886,-0.025,1,35.544,6
Office Supplies,Seattle,United States,CS-12355,Christine Sundaresam,No Discount ,12-11-2017,CA-2017-164364,98115,OFF-LA-10004853,Avery 483,Profit,West,Consumer,16-11-2017,Standard Class,Washington,Labels,0,4.5816,0.46,2,9.96,4
Office Supplies,Seattle,United States,CS-12355,Christine Sundaresam,No Discount ,12-11-2017,CA-2017-164364,98115,OFF-AR-10000315,"Dixon Ticonderoga Maple Cedar Pencil, #2",Profit,West,Consumer,16-11-2017,Standard Class,Washington,Art,0,2.3025,0.25,3,9.21,4
Office Supplies,Seattle,United States,CS-12355,Christine Sundaresam,No Discount ,12-11-2017,CA-2017-164364,98115,OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,Profit,West,Consumer,16-11-2017,Standard Class,Washington,Supplies,0,8.0997,0.29,3,27.93,4
Office Supplies,Rochester,United States,JD-16060,Julia Dunbar,No Discount ,05-03-2017,CA-2017-168123,55901,OFF-FA-10002763,Advantus Map Pennant Flags and Round Head Tacks,Profit,Central,Consumer,05-03-2017,Same Day,Minnesota,Fasteners,0,2.528,0.32,2,7.9,0
Office Supplies,Rochester,United States,JD-16060,Julia Dunbar,No Discount ,05-03-2017,CA-2017-168123,55901,OFF-ST-10000877,Recycled Steel Personal File for Standard File Folders,Profit,Central,Consumer,05-03-2017,Same Day,Minnesota,Storage,0,57.5016,0.26,4,221.16,0
Office Supplies,Rochester,United States,JD-16060,Julia Dunbar,No Discount ,05-03-2017,CA-2017-168123,55901,OFF-BI-10001071,GBC ProClick Punch Binding System,Profit,Central,Consumer,05-03-2017,Same Day,Minnesota,Binders,0,62.7004,0.49,2,127.96,0
Office Supplies,Rochester,United States,JD-16060,Julia Dunbar,No Discount ,05-03-2017,CA-2017-168123,55901,OFF-BI-10001097,Avery Hole Reinforcements,Profit,Central,Consumer,05-03-2017,Same Day,Minnesota,Binders,0,9.1581,0.49,3,18.69,0
Office Supplies,San Francisco,United States,TS-21160,Theresa Swint,No Discount ,03-03-2016,CA-2016-120005,94110,OFF-SU-10004782,"Elite 5"" Scissors",Profit,West,Corporate,03-03-2016,Same Day,California,Supplies,0,7.605,0.3,3,25.35,0
Furniture,San Francisco,United States,TS-21160,Theresa Swint,No Discount ,03-03-2016,CA-2016-120005,94110,FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",Profit,West,Corporate,03-03-2016,Same Day,California,Furnishings,0,11.9952,0.34,3,35.28,0
Office Supplies,Seattle,United States,BV-11245,Benjamin Venier,No Discount ,24-12-2016,CA-2016-123526,98103,OFF-PA-10002986,Xerox 1898,Profit,West,Corporate,25-12-2016,First Class,Washington,Paper,0,16.032,0.48,5,33.4,1
Technology,Spokane,United States,DL-13495,Dionis Lloyd,Low Discount ,07-10-2016,CA-2016-127649,99207,TEC-MA-10001972,Okidata C331dn Printer,Profit,West,Corporate,09-10-2016,First Class,Washington,Machines,0.2,62.82,0.075,3,837.6,2
Technology,Franklin,United States,EB-13870,Emily Burns,Low Discount ,09-12-2016,CA-2016-159989,37064,TEC-PH-10000169,ARKON Windshield Dashboard Air Vent Car Mount Holder,Loss,South,Consumer,13-12-2016,Standard Class,Tennessee,Phones,0.2,-9.153,-0.225,3,40.68,4
Furniture,Jackson,United States,ES-14020,Erica Smith,Low Discount ,20-11-2017,CA-2017-103499,38301,FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,Loss,South,Consumer,24-11-2017,Standard Class,Tennessee,Chairs,0.2,-23.5764,-0.1125,2,209.568,4
Technology,Austin,United States,JB-15925,Joni Blumstein,Low Discount ,12-12-2015,US-2015-167220,78745,TEC-AC-10002018,AmazonBasics 3-Button USB Wired Mouse,Profit,Central,Consumer,16-12-2015,Standard Class,Texas,Accessories,0.2,6.4308,0.2875,4,22.368,4
Office Supplies,Pembroke Pines,United States,SC-20380,Shahid Collister,High Discount ,03-02-2017,CA-2017-126354,33024,OFF-BI-10000301,GBC Instant Report Kit,Loss,South,Consumer,08-02-2017,Standard Class,Florida,Binders,0.7,-2.588,-0.666666667,2,3.882,5
Office Supplies,Pembroke Pines,United States,SC-20380,Shahid Collister,Low Discount ,03-02-2017,CA-2017-126354,33024,OFF-PA-10004381,14-7/8 x 11 Blue Bar Computer Printout Paper,Profit,South,Consumer,08-02-2017,Standard Class,Florida,Paper,0.2,40.3536,0.35,3,115.296,5
Office Supplies,Philadelphia,United States,EB-13870,Emily Burns,High Discount ,21-09-2017,CA-2017-169817,19143,OFF-BI-10004141,Insertable Tab Indexes For Data Binders,Loss,East,Consumer,25-09-2017,Standard Class,Pennsylvania,Binders,0.7,-1.5264,-0.8,2,1.908,4
Office Supplies,Danville,United States,TC-21475,Tony Chapman,High Discount ,30-04-2017,US-2017-144582,61832,OFF-BI-10001575,GBC Linen Binding Covers,Loss,Central,Home Office,05-05-2017,Standard Class,Illinois,Binders,0.8,-69.3952,-1.6,7,43.372,5
Technology,New York City,United States,SG-20605,Speros Goranitis,No Discount ,03-11-2014,CA-2014-121573,10009,TEC-PH-10000984,Panasonic KX-TG9471B,Profit,East,Consumer,07-11-2014,Standard Class,New York,Phones,0,219.5088,0.28,4,783.96,4
Office Supplies,New York City,United States,SG-20605,Speros Goranitis,Low Discount ,03-11-2014,CA-2014-121573,10009,OFF-BI-10000666,Surelock Post Binders,Profit,East,Consumer,07-11-2014,Standard Class,New York,Binders,0.2,18.336,0.375,2,48.896,4
Office Supplies,New York City,United States,SG-20605,Speros Goranitis,Low Discount ,03-11-2014,CA-2014-121573,10009,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Profit,East,Consumer,07-11-2014,Standard Class,New York,Binders,0.2,2.8478,0.3625,2,7.856,4
Office Supplies,Columbus,United States,BM-11785,Bryan Mills,Low Discount ,30-12-2016,CA-2016-117660,43229,OFF-LA-10003720,Avery 487,Profit,East,Consumer,04-01-2017,Standard Class,Ohio,Labels,0.2,1.9926,0.3375,2,5.904,5
Office Supplies,Columbus,United States,BM-11785,Bryan Mills,Low Discount ,30-12-2016,CA-2016-117660,43229,OFF-SU-10001664,Acme Office Executive Series Stainless Steel Trimmers,Profit,East,Consumer,04-01-2017,Standard Class,Ohio,Supplies,0.2,1.0284,0.075,2,13.712,5
Office Supplies,Chula Vista,United States,NR-18550,Nick Radford,No Discount ,17-09-2014,CA-2014-112851,91911,OFF-EN-10001453,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Profit,West,Consumer,21-09-2014,Standard Class,California,Envelopes,0,85.9818,0.47,3,182.94,4
Office Supplies,San Francisco,United States,PG-18820,Patrick Gardner,No Discount ,24-11-2017,CA-2017-123701,94110,OFF-AR-10001860,BIC Liqua Brite Liner,Profit,West,Consumer,27-11-2017,First Class,California,Art,0,9.9936,0.36,4,27.76,3
Office Supplies,New York City,United States,DB-13270,Deborah Brumfield,No Discount ,24-04-2015,CA-2015-118227,10009,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Profit,East,Home Office,28-04-2015,Standard Class,New York,Art,0,7.5371,0.29,1,25.99,4
Technology,San Antonio,United States,NS-18640,Noel Staavos,Low Discount ,09-03-2015,CA-2015-123155,78207,TEC-AC-10002473,Maxell 4.7GB DVD-R,Profit,Central,Corporate,12-03-2015,First Class,Texas,Accessories,0.2,29.799,0.2625,5,113.52,3
Technology,San Antonio,United States,NS-18640,Noel Staavos,Low Discount ,09-03-2015,CA-2015-123155,78207,TEC-PH-10001809,Panasonic KX T7736-B Digital phone,Profit,Central,Corporate,12-03-2015,First Class,Texas,Phones,0.2,22.4925,0.0625,3,359.88,3
Office Supplies,Jacksonville,United States,CS-11860,Cari Schnelling,Low Discount ,02-06-2017,CA-2017-158883,28540,OFF-PA-10004733,Things To Do Today Spiral Book,Profit,South,Consumer,03-06-2017,Same Day,North Carolina,Paper,0.2,9.1872,0.3625,4,25.344,1
Office Supplies,San Francisco,United States,CC-12430,Chuck Clark,Low Discount ,19-09-2016,US-2016-114888,94109,OFF-BI-10003355,Cardinal Holdit Business Card Pockets,Profit,West,Home Office,24-09-2016,Second Class,California,Binders,0.2,4.1832,0.35,3,11.952,5
Office Supplies,San Francisco,United States,CC-12430,Chuck Clark,No Discount ,19-09-2016,US-2016-114888,94109,OFF-SU-10001212,Kleencut Forged Office Shears by Acme United Corporation,Profit,West,Home Office,24-09-2016,Second Class,California,Supplies,0,1.872,0.3,3,6.24,5
Technology,Avondale,United States,AC-10450,Amy Cox,Low Discount ,31-10-2014,US-2014-167262,85323,TEC-PH-10000486,Plantronics HL10 Handset Lifter,Profit,West,Consumer,03-11-2014,Second Class,Arizona,Phones,0.2,83.5128,0.1125,8,742.336,3
Furniture,Chicago,United States,CM-12385,Christopher Martinez,High Discount ,23-11-2017,CA-2017-119746,60610,FUR-FU-10004909,Contemporary Wood/Metal Frame,Loss,Central,Consumer,27-11-2017,Standard Class,Illinois,Furnishings,0.6,-4.04,-0.625,1,6.464,4
Office Supplies,Chicago,United States,CM-12385,Christopher Martinez,Low Discount ,23-11-2017,CA-2017-119746,60610,OFF-LA-10001613,Avery File Folder Labels,Profit,Central,Consumer,27-11-2017,Standard Class,Illinois,Labels,0.2,4.176,0.3625,5,11.52,4
Technology,Chicago,United States,CM-12385,Christopher Martinez,Low Discount ,23-11-2017,CA-2017-119746,60610,TEC-PH-10004447,Toshiba IPT2010-SD IP Telephone,Profit,Central,Consumer,27-11-2017,Standard Class,Illinois,Phones,0.2,16.6788,0.075,2,222.384,4
Office Supplies,Escondido,United States,EK-13795,Eileen Kiefer,No Discount ,16-11-2017,CA-2017-108091,92025,OFF-AR-10000255,Newell 328,Profit,West,Home Office,21-11-2017,Standard Class,California,Art,0,6.0736,0.26,4,23.36,5
Office Supplies,Long Beach,United States,CK-12760,Cyma Kinney,No Discount ,19-02-2016,CA-2016-101630,11561,OFF-LA-10004425,Staple-on labels,Profit,East,Corporate,23-02-2016,Second Class,New York,Labels,0,4.0749,0.47,3,8.67,4
Office Supplies,Long Beach,United States,CK-12760,Cyma Kinney,No Discount ,19-02-2016,CA-2016-101630,11561,OFF-SU-10001664,Acme Office Executive Series Stainless Steel Trimmers,Profit,East,Corporate,23-02-2016,Second Class,New York,Supplies,0,6.6846,0.26,3,25.71,4
Office Supplies,Newark,United States,PK-19075,Pete Kriz,No Discount ,07-11-2017,CA-2017-132346,19711,OFF-AP-10000696,Holmes Odor Grabber,Profit,East,Consumer,11-11-2017,Standard Class,Delaware,Appliances,0,33.3102,0.33,7,100.94,4
Furniture,Buffalo,United States,MH-18025,Michelle Huthwaite,Low Discount ,08-07-2014,CA-2014-150301,14215,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",Profit,East,Consumer,10-07-2014,First Class,New York,Chairs,0.1,10.647,0.166666667,1,63.882,2
Furniture,Houston,United States,SC-20725,Steven Cartwright,Medium Discount,07-11-2014,CA-2014-159310,77070,FUR-CH-10002758,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",Break Even ,Central,Consumer,12-11-2014,Standard Class,Texas,Chairs,0.3,0,0,4,683.144,5
Office Supplies,Houston,United States,SC-20725,Steven Cartwright,High Discount ,07-11-2014,CA-2014-159310,77070,OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Loss,Central,Consumer,12-11-2014,Standard Class,Texas,Binders,0.8,-2.214,-1.5,3,1.476,5
Office Supplies,Houston,United States,SC-20725,Steven Cartwright,Low Discount ,07-11-2014,CA-2014-159310,77070,OFF-SU-10004115,Acme Stainless Steel Office Snips,Profit,Central,Consumer,12-11-2014,Standard Class,Texas,Supplies,0.2,3.5623,0.0875,7,40.712,5
Office Supplies,Wichita,United States,GB-14575,Giulietta Baptist,No Discount ,28-01-2017,US-2017-147984,67212,OFF-PA-10000806,Xerox 1934,Profit,Central,Consumer,01-02-2017,Standard Class,Kansas,Paper,0,137.151,0.49,5,279.9,4
Office Supplies,Colorado Springs,United States,IM-15070,Irene Maddox,Low Discount ,11-12-2015,CA-2015-104346,80906,OFF-AR-10001473,Newell 313,Profit,West,Consumer,16-12-2015,Standard Class,Colorado,Art,0.2,1.148,0.0875,5,13.12,5
Furniture,Colorado Springs,United States,IM-15070,Irene Maddox,High Discount ,11-12-2015,CA-2015-104346,80906,FUR-BO-10003450,"Bush Westfield Collection Bookcases, Dark Cherry Finish",Loss,West,Consumer,16-12-2015,Standard Class,Colorado,Bookcases,0.7,-143.7904,-2.066666667,4,69.576,5
Office Supplies,Colorado Springs,United States,IM-15070,Irene Maddox,Low Discount ,11-12-2015,CA-2015-104346,80906,OFF-AR-10001545,Newell 326,Profit,West,Consumer,16-12-2015,Standard Class,Colorado,Art,0.2,0.4752,0.1125,3,4.224,5
Technology,Colorado Springs,United States,IM-15070,Irene Maddox,Low Discount ,11-12-2015,CA-2015-104346,80906,TEC-AC-10004396,Logitech Keyboard K120,Loss,West,Consumer,16-12-2015,Standard Class,Colorado,Accessories,0.2,-6.534,-0.1125,4,58.08,5
Furniture,Colorado Springs,United States,IM-15070,Irene Maddox,Low Discount ,11-12-2015,CA-2015-104346,80906,FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",Profit,West,Consumer,16-12-2015,Standard Class,Colorado,Furnishings,0.2,15.0696,0.2875,9,52.416,5
Furniture,Colorado Springs,United States,IM-15070,Irene Maddox,Low Discount ,11-12-2015,CA-2015-104346,80906,FUR-FU-10001473,DAX Wood Document Frame,Profit,West,Consumer,16-12-2015,Standard Class,Colorado,Furnishings,0.2,10.984,0.2,5,54.92,5
Furniture,Colorado Springs,United States,IM-15070,Irene Maddox,Medium Discount,11-12-2015,CA-2015-104346,80906,FUR-TA-10000849,Bevis Rectangular Conference Tables,Loss,West,Consumer,16-12-2015,Standard Class,Colorado,Tables,0.5,-248.166,-0.68,5,364.95,5
Office Supplies,Colorado Springs,United States,IM-15070,Irene Maddox,Low Discount ,11-12-2015,CA-2015-104346,80906,OFF-PA-10001166,Xerox 1932,Profit,West,Consumer,16-12-2015,Standard Class,Colorado,Paper,0.2,28.7064,0.3375,3,85.056,5
Office Supplies,Colorado Springs,United States,IM-15070,Irene Maddox,Low Discount ,11-12-2015,CA-2015-104346,80906,OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,Profit,West,Consumer,16-12-2015,Standard Class,Colorado,Paper,0.2,9.6936,0.35,3,27.696,5
Office Supplies,New York City,United States,MM-18055,Michelle Moray,No Discount ,29-06-2015,US-2015-141684,10011,OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",Profit,East,Consumer,04-07-2015,Standard Class,New York,Paper,0,11.232,0.45,4,24.96,5
Furniture,Los Angeles,United States,MF-18250,Monica Federle,No Discount ,16-03-2015,CA-2015-144722,90036,FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Profit,West,Corporate,23-03-2015,Standard Class,California,Furnishings,0,18.1146,0.42,1,43.13,7
Office Supplies,Marietta,United States,CK-12595,Clytie Kelty,No Discount ,13-08-2015,CA-2015-120516,30062,OFF-BI-10004187,3-ring staple pack,Profit,South,Consumer,17-08-2015,Standard Class,Georgia,Binders,0,2.7072,0.48,3,5.64,4
Office Supplies,Jacksonville,United States,MK-17905,Michael Kennedy,High Discount ,14-05-2016,US-2016-148901,32216,OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,Loss,South,Corporate,19-05-2016,Standard Class,Florida,Binders,0.7,-44.1462,-0.766666667,3,57.582,5
Office Supplies,Jacksonville,United States,MK-17905,Michael Kennedy,Low Discount ,14-05-2016,US-2016-148901,32216,OFF-PA-10004983,Xerox 23,Profit,South,Corporate,19-05-2016,Standard Class,Florida,Paper,0.2,10.8864,0.35,6,31.104,5
Furniture,Jacksonville,United States,MK-17905,Michael Kennedy,Low Discount ,14-05-2016,US-2016-148901,32216,FUR-FU-10002396,"DAX Copper Panel Document Frame, 5 x 7 Size",Profit,South,Corporate,19-05-2016,Standard Class,Florida,Furnishings,0.2,8.3028,0.275,3,30.192,5
Technology,Jacksonville,United States,MK-17905,Michael Kennedy,Low Discount ,14-05-2016,US-2016-148901,32216,TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Profit,South,Corporate,19-05-2016,Standard Class,Florida,Phones,0.2,4.36,0.1,5,43.6,5
Office Supplies,Jacksonville,United States,MK-17905,Michael Kennedy,Low Discount ,14-05-2016,US-2016-148901,32216,OFF-AR-10002467,Dixon Ticonderoga Pencils,Profit,South,Corporate,19-05-2016,Standard Class,Florida,Art,0.2,0.4172,0.0875,2,4.768,5
Office Supplies,Jacksonville,United States,MK-17905,Michael Kennedy,High Discount ,14-05-2016,US-2016-148901,32216,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,Loss,South,Corporate,19-05-2016,Standard Class,Florida,Binders,0.7,-7.612,-0.733333333,2,10.38,5
Office Supplies,Jacksonville,United States,MK-17905,Michael Kennedy,High Discount ,14-05-2016,US-2016-148901,32216,OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,Loss,South,Corporate,19-05-2016,Standard Class,Florida,Binders,0.7,-9.8208,-0.733333333,8,13.392,5
Technology,Philadelphia,United States,MH-17455,Mark Hamilton,Medium Discount,13-07-2017,CA-2017-136364,19140,TEC-PH-10003885,Cisco SPA508G,Loss,East,Consumer,17-07-2017,Second Class,Pennsylvania,Phones,0.4,-7.2589,-0.183333333,1,39.594,4
Furniture,Philadelphia,United States,MH-17455,Mark Hamilton,Low Discount ,13-07-2017,CA-2017-136364,19140,FUR-FU-10002501,Nu-Dell Executive Frame,Profit,East,Consumer,17-07-2017,Second Class,Pennsylvania,Furnishings,0.2,19.3392,0.2125,9,91.008,4
Office Supplies,Los Angeles,United States,NG-18430,Nathan Gelder,No Discount ,22-11-2015,CA-2015-137708,90008,OFF-PA-10000176,Xerox 1887,Profit,West,Consumer,25-11-2015,Second Class,California,Paper,0,18.2112,0.48,2,37.94,3
Office Supplies,Los Angeles,United States,NG-18430,Nathan Gelder,No Discount ,22-11-2015,CA-2015-137708,90008,OFF-PA-10000327,Xerox 1971,Profit,West,Consumer,25-11-2015,Second Class,California,Paper,0,19.26,0.45,10,42.8,3
Office Supplies,Los Angeles,United States,NG-18430,Nathan Gelder,No Discount ,22-11-2015,CA-2015-137708,90008,OFF-ST-10004634,"Personal Folder Holder, Ebony",Profit,West,Consumer,25-11-2015,Second Class,California,Storage,0,10.089,0.3,3,33.63,3
Office Supplies,Philadelphia,United States,PB-19210,Phillip Breyer,Low Discount ,23-11-2014,CA-2014-149055,19134,OFF-EN-10003040,Quality Park Security Envelopes,Profit,East,Corporate,28-11-2014,Standard Class,Pennsylvania,Envelopes,0.2,21.1977,0.3375,3,62.808,5
Office Supplies,Eau Claire,United States,RE-19450,Richard Eichhorn,No Discount ,27-12-2015,CA-2015-151589,54703,OFF-PA-10003228,Xerox 1917,Profit,Central,Consumer,30-12-2015,First Class,Wisconsin,Paper,0,91.9508,0.47,4,195.64,3
Technology,Eau Claire,United States,RE-19450,Richard Eichhorn,No Discount ,27-12-2015,CA-2015-151589,54703,TEC-PH-10004345,Cisco SPA 502G IP Phone,Profit,Central,Consumer,30-12-2015,First Class,Wisconsin,Phones,0,71.97,0.3,2,239.9,3
Furniture,Philadelphia,United States,EB-14110,Eugene Barchas,Medium Discount,14-11-2016,CA-2016-121370,19134,FUR-CH-10000785,Global Ergonomic Managers Chair,Loss,East,Consumer,19-11-2016,Second Class,Pennsylvania,Chairs,0.3,-21.7176,-0.057142857,3,380.058,5
